N ID,Visit name,Quarter ID_original,Combined1,Combined,SCM Type,AID,Type of bacteria,Type of bacteria1,Bacteria_groups,Bacteria_groups_code,Any_pathogen,NAS,Mammaliicoccus,NASM,Gram_neg,Other_bac,Staph_au,Not_iden,Strept,Code for bacterial class,CMT score,Bacterial growth,Quarter ID,QP,QP_RL,QP_FH,T_shape,T_lesion,T_congenital1,AID,AID_original,B_mastitis,Age,Age_code,Breed,Breed1,Breed_Code,BCS,BCS_code,BCS1,A_my,Milk yield_code,L_stage,L_stage code,Pregnancy,Parity,Parity_code,Parity_code1,U_symmetry,U_shape,T_block,T_congenital,T_position,C_hind_quarter,U_dis,H_any_dis,H_lameness,H_cm,H_abort,H_calf_m,FID_original,FID,District,Visit name,F_mastitis,BMSCC,Log10BMSCC,R_system,Rs_code,Month,Season,Education,TN_Buffalo,N_lactating,Breeds,Breed_code,Feeding_S,T_feed,B_source,Wash_buffalo,Control_milk,Wash_udder,Dry_udder,T_dipping,T_hand_milk1,T_hand_milk,Fre_milking,Udder_hygiene,Milker_hygiene,N_milker,Milk_cm_last
84,Sandwip,F47A2FR,Culture negative,Culture negative,0,53,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F47A2FR,FR,Right,Front,1,0,0,53,2,0,5.5,1,Indigenous,Indigenous,1,5,2,0Good,2,0,7,2,2,2,2,2,1,2,0,0,1,,0,0,0,0,0,0,47,18,Chattogram,Sandwip,0,"145,000",5.16,Bathan,0,February,0,2,24,8,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,3,0,0
333,Bhola,F106A4HL,Culture negative,Culture negative,0,174,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F106A4HL,HL,Left,Hind,1,0,0,174,4,0,6,1,Indigenous,Indigenous,1,5,2,0Good,,,8,2,1,2,2,2,1,3,0,0,1,3,0,1,1,0,0,0,106,73,Bhola,Bhola,1,"270,000",5.43,Semi-Bathan,1,March,1,1,27,6,River type,1,1,1,2,0,1,0,0,3,7,1,1,4,2,0,1
29,Sandwip,F35A2FR,Culture negative,Culture negative,0,18,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F35A2FR,FR,Right,Front,1,0,0,18,2,1,5,1,Crossbreed,Crossbreed,2,5,2,0Good,2,0,6,1,1,2,2,2,1,3,0,0,2,2,1,1,0,0,0,1,35,6,Chattogram,Sandwip,1,"271,000",5.43,Semi-Bathan,1,February,0,1,19,4,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,2,0,0
428,IV-A,F110A26FR,Culture negative,Culture negative,0,220,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F110A26FR,FR,Right,Front,1,0,0,220,26,1,6,1,Crossbreed,Crossbreed,2,5,2,0Good,4,1,3,0,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,110,77,Laxmipur,IV-A,1,"335,000",5.53,Intensive,4,October,2,1,57,13,River type,1,0,3,1,1,0,1,0,3,7,1,1,3,2,1,1
359,IV-A,F109A13HR,Culture negative,Culture negative,0,186,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F109A13HR,HR,Right,Hind,1,0,0,186,13,1,6,1,Crossbreed,Crossbreed,2,5,2,0Good,4,1,1.5,0,2,2,2,2,1,3,0,0,1,1,1,1,0,0,1,1,109,76,Laxmipur,IV-A,1,"691,000",5.84,Intensive,4,October,2,3,205,43,River type,1,2,3,1,1,1,1,0,3,7,1,2,3,2,1,1
382,IV-A,F109A227HL,Culture negative,Culture negative,0,196,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F109A227HL,HL,Left,Hind,3,0,0,196,227,0,6,1,Crossbreed,Crossbreed,2,5,2,0Good,8,1,4,1,2,2,2,2,1,2,0,0,1,3,1,1,0,1,0,0,109,76,Laxmipur,IV-A,1,"691,000",5.84,Intensive,4,October,2,3,205,43,River type,1,2,3,1,1,1,1,0,3,7,1,2,3,2,1,1
131,Sandwip,F60A3FR,Culture negative,Culture negative,1,82,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F60A3FR,FR,Right,Front,2,0,0,82,3,1,5.5,1,Indigenous,Indigenous,1,5,2,0Good,1,0,4,1,1,2,2,2,1,1,0,0,3,,0,0,0,0,0,0,60,29,Chattogram,Sandwip,0,"76,000",4.88,Bathan,0,February,0,1,27,5,River type,1,2,1,2,1,0,0,0,3,7,1,1,3,2,0,0
167,Bhola,F72A1FR,Culture negative,Culture negative,1,100,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F72A1FR,FR,Right,Front,1,0,0,100,1,1,5,1,Crossbreed,Crossbreed,2,5,2,0Good,1.5,0,4,1,1,2,2,2,1,3,0,0,1,2,0,0,0,0,0,0,72,41,Bhola,Bhola,0,"106,000",5.03,Bathan,0,March,1,,,,,,1,1,2,0,1,0,0,3,7,1,1,4,2,0,
30,Sandwip,F35A2HL,Culture negative,Culture negative,1,18,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F35A2HL,HL,Left,Hind,3,0,0,18,2,1,5,1,Crossbreed,Crossbreed,2,5,2,0Good,2,0,6,1,1,2,2,2,1,3,0,0,2,2,1,1,0,0,0,1,35,6,Chattogram,Sandwip,1,"271,000",5.43,Semi-Bathan,1,February,0,1,19,4,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,2,0,0
31,Sandwip,F35A2HR,Culture negative,Culture negative,1,18,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F35A2HR,HR,Right,Hind,3,0,0,18,2,1,5,1,Crossbreed,Crossbreed,2,5,2,0Good,2,0,6,1,1,2,2,2,1,3,0,0,2,2,1,1,0,0,0,1,35,6,Chattogram,Sandwip,1,"271,000",5.43,Semi-Bathan,1,February,0,1,19,4,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,2,0,0
427,IV-A,F110A26FL,Culture negative,Culture negative,1,220,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F110A26FL,FL,Left,Front,1,0,0,220,26,1,6,1,Crossbreed,Crossbreed,2,5,2,0Good,4,1,3,0,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,110,77,Laxmipur,IV-A,1,"335,000",5.53,Intensive,4,October,2,1,57,13,River type,1,0,3,1,1,0,1,0,3,7,1,1,3,2,1,1
429,IV-A,F110A26HL,Culture negative,Culture negative,1,220,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,5,Culture negative,F110A26HL,HL,Left,Hind,2,0,0,220,26,1,6,1,Crossbreed,Crossbreed,2,5,2,0Good,4,1,3,0,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,110,77,Laxmipur,IV-A,1,"335,000",5.53,Intensive,4,October,2,1,57,13,River type,1,0,3,1,1,0,1,0,3,7,1,1,3,2,1,1
436,IV-A,F110A2HL,Culture negative,Culture negative,1,223,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,4,Culture negative,F110A2HL,HL,Left,Hind,1,0,0,223,2,1,6,1,Crossbreed,Crossbreed,2,5,2,0Good,3,1,5,1,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,110,77,Laxmipur,IV-A,1,"335,000",5.53,Intensive,4,October,2,1,57,13,River type,1,0,3,1,1,0,1,0,3,7,1,1,3,2,1,1
437,IV-A,F110A2HR,Culture negative,Culture negative,1,223,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F110A2HR,HR,Right,Hind,1,0,0,223,2,1,6,1,Crossbreed,Crossbreed,2,5,2,0Good,3,1,5,1,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,110,77,Laxmipur,IV-A,1,"335,000",5.53,Intensive,4,October,2,1,57,13,River type,1,0,3,1,1,0,1,0,3,7,1,1,3,2,1,1
357,IV-A,F109A13FR,Culture negative,Culture negative,1,186,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,5,Culture negative,F109A13FR,FR,Right,Front,1,0,0,186,13,1,6,1,Crossbreed,Crossbreed,2,5,2,0Good,4,1,1.5,0,2,2,2,2,1,3,0,0,1,1,1,1,0,0,1,1,109,76,Laxmipur,IV-A,1,"691,000",5.84,Intensive,4,October,2,3,205,43,River type,1,2,3,1,1,1,1,0,3,7,1,2,3,2,1,1
401,IV-A,F109A630FL,Culture negative,Culture negative,1,207,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,4,Culture negative,F109A630FL,FL,Left,Front,1,0,0,207,630,1,6,1,Crossbreed,Crossbreed,2,5,2,0Good,1.5,0,4,1,2,2,2,2,1,3,1,0,4,2,1,1,1,1,0,0,109,76,Laxmipur,IV-A,1,"691,000",5.84,Intensive,4,October,2,3,205,43,River type,1,2,3,1,1,1,1,0,3,7,1,2,3,2,1,1
402,IV-A,F109A630FR,Culture negative,Culture negative,1,207,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,4,Culture negative,F109A630FR,FR,Right,Front,1,0,0,207,630,1,6,1,Crossbreed,Crossbreed,2,5,2,0Good,1.5,0,4,1,2,2,2,2,1,3,1,0,4,2,1,1,1,1,0,0,109,76,Laxmipur,IV-A,1,"691,000",5.84,Intensive,4,October,2,3,205,43,River type,1,2,3,1,1,1,1,0,3,7,1,2,3,2,1,1
381,IV-A,F109A227FL,Microbacterium esteraromaticum ,Microbacterium ,0,196,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,1,Single,F109A227FL,FL,Left,Front,2,0,0,196,227,0,6,1,Crossbreed,Crossbreed,2,5,2,0Good,8,1,4,1,2,2,2,2,1,2,0,0,1,3,1,1,0,1,0,0,109,76,Laxmipur,IV-A,1,"691,000",5.84,Intensive,4,October,2,3,205,43,River type,1,2,3,1,1,1,1,0,3,7,1,2,3,2,1,1
28,Sandwip,F35A2FL,Not-identified ,Not-identified ,1,18,,,Not-identified ,6,1,0,0,0,0,0,0,1,0,,4,,F35A2FL,FL,Left,Front,1,0,0,18,2,1,5,1,Crossbreed,Crossbreed,2,5,2,0Good,2,0,6,1,1,2,2,2,1,3,0,0,2,2,1,1,0,0,0,1,35,6,Chattogram,Sandwip,1,"271,000",5.43,Semi-Bathan,1,February,0,1,19,4,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,2,0,0
358,IV-A,F109A13HL,Not-identified ,Not-identified ,1,186,,,Not-identified ,6,1,0,0,0,0,0,0,1,0,,2,,F109A13HL,HL,Left,Hind,1,0,0,186,13,1,6,1,Crossbreed,Crossbreed,2,5,2,0Good,4,1,1.5,0,2,2,2,2,1,3,0,0,1,1,1,1,0,0,1,1,109,76,Laxmipur,IV-A,1,"691,000",5.84,Intensive,4,October,2,3,205,43,River type,1,2,3,1,1,1,1,0,3,7,1,2,3,2,1,1
460,IV-B,F114AN2FR,Culture negative,Culture negative,1,232,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F114AN2FR,FR,Right,Front,1,0,0,232,N2,1,5,1,Crossbreed,Crossbreed,2,5,2,0Good,5,1,2,0,2,2,2,2,1,1,0,0,1,2,0,0,0,0,0,0,114,79,Mymensingh,IV-B,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Noakhali,F245A1FL,Culture negative,Culture negative,0,626,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F245A1FL,FL,Left,Front,1,0,0,626,1,0,7,2,Indigenous,Indigenous,1,5,2,0Good,1.2,0,5,1,2,3,3,3,1,3,0,0,3,1,0,0,0,0,0,0,245,208,Noakhali,Noakhali,1,"280,000",5.45,Household,2,March,1,1,6,2,River type,1,2,1,0,0,1,0,0,3,1,1,1,4,3,0,0
1091,Rajshahi,F235A1HR,Culture negative,Culture negative,0,602,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F235A1HR,HR,Right,Hind,1,0,0,602,1,0,7,2,Crossbreed,Crossbreed,2,5,2,0Good,1,0,6,1,1,3,3,3,1,3,0,0,2,2,0,0,0,0,0,0,235,198,Rajshahi,Rajshahi,1,"282,000",5.45,Semi-intensive,3,March,1,1,10,3,River type,1,2,1,0,0,1,0,0,3,1,1,1,4,3,1,0
1207,Noakhali,F258A11FL,Culture negative,Culture negative,1,669,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F258A11FL,FL,Left,Front,1,0,0,669,11,1,8,2,Crossbreed,Crossbreed,2,5,2,0Good,2,0,,,1,3,3,3,1,3,0,0,4,3,0,0,0,0,0,0,258,221,Noakhali,Noakhali,1,"304,000",5.48,Semi-intensive,3,March,1,1,157,35,River type,1,2,3,2,0,1,0,0,3,1,1,1,4,3,1,0
1043,Rajshahi,F226A2FR,Culture negative,Culture negative,1,578,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F226A2FR,FR,Right,Front,1,0,0,578,2,1,8,2,Crossbreed,Crossbreed,2,5,2,0Good,1,0,6,1,1,3,3,3,1,3,0,0,1,1,0,0,0,0,0,0,226,189,Rajshahi,Rajshahi,1,"318,000",5.5,Semi-intensive,3,March,1,2,10,4,River type,1,2,3,2,0,0,0,0,3,1,1,1,4,3,1,0
561,Jamalpur,F131A4FL,Culture negative,Culture negative,1,291,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F131A4FL,FL,Left,Front,1,0,0,291,4,1,6,1,Indigenous,Indigenous,1,5,2,0Good,3,1,1.5,0,2,3,3,3,1,3,0,0,1,3,0,1,0,0,0,0,131,95,Jamalpur,Jamalpur,1,"503,000",5.7,Semi-Bathan,1,December,0,1,22,10,River type,1,2,3,2,0,1,0,0,3,1,1,2,4,3,0,0
562,Jamalpur,F131A4HL,Culture negative,Culture negative,1,291,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F131A4HL,HL,Left,Hind,1,0,0,291,4,1,6,1,Indigenous,Indigenous,1,5,2,0Good,3,1,1.5,0,2,3,3,3,1,3,0,0,1,3,0,1,0,0,0,0,131,95,Jamalpur,Jamalpur,1,"503,000",5.7,Semi-Bathan,1,December,0,1,22,10,River type,1,2,3,2,0,1,0,0,3,1,1,2,4,3,0,0
563,Jamalpur,F131A4HR,Culture negative,Culture negative,1,291,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F131A4HR,HR,Right,Hind,1,0,0,291,4,1,6,1,Indigenous,Indigenous,1,5,2,0Good,3,1,1.5,0,2,3,3,3,1,3,0,0,1,3,0,1,0,0,0,0,131,95,Jamalpur,Jamalpur,1,"503,000",5.7,Semi-Bathan,1,December,0,1,22,10,River type,1,2,3,2,0,1,0,0,3,1,1,2,4,3,0,0
606,Jamalpur,F136A2HL,Micrococcus luteus ,Micrococcus ,1,314,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,2,Single,F136A2HL,HL,Left,Hind,1,0,0,314,2,1,7,2,Indigenous,Indigenous,1,5,2,0Good,4,1,5,1,1,3,3,3,1,3,1,0,1,3,1,1,0,0,0,0,136,100,Jamalpur,Jamalpur,0,"178,000",5.25,Semi-intensive,3,December,0,1,41,21,River type,1,2,3,0,0,1,0,0,3,1,1,2,4,3,0,1
551,Jamalpur,F129A4FL,Not-identified ,Not-identified ,0,285,,,Not-identified ,6,1,0,0,0,0,0,0,1,0,,1,,F129A4FL,FL,Left,Front,1,0,0,285,4,0,6,1,Indigenous,Indigenous,1,5,2,0Good,,,2,0,2,3,3,3,1,3,0,0,1,2,0,1,1,0,0,0,129,93,Jamalpur,Jamalpur,1,"392,000",5.59,Semi-intensive,3,December,0,0,12,7,River type,1,2,3,0,1,1,1,0,3,1,1,1,4,3,0,0
732,Jamalpur,F157A2FL,Not-identified ,Not-identified ,1,392,,,Not-identified ,6,1,0,0,0,0,0,0,1,0,,3,,F157A2FL,FL,Left,Front,2,0,0,392,2,1,8,2,Indigenous,Indigenous,1,5,2,0Good,,,7,2,2,3,3,3,1,3,0,0,1,3,0,1,0,0,0,0,157,121,Jamalpur,Jamalpur,1,"312,000",5.49,Semi-intensive,3,December,0,1,89,24,Both,0,2,3,0,0,1,0,0,3,1,1,2,,3,1,0
734,Jamalpur,F157A2HR,Not-identified ,Not-identified ,1,392,,,Not-identified ,6,1,0,0,0,0,0,0,1,0,,3,,F157A2HR,HR,Right,Hind,1,0,0,392,2,1,8,2,Indigenous,Indigenous,1,5,2,0Good,,,7,2,2,3,3,3,1,3,0,0,1,3,0,1,0,0,0,0,157,121,Jamalpur,Jamalpur,1,"312,000",5.49,Semi-intensive,3,December,0,1,89,24,Both,0,2,3,0,0,1,0,0,3,1,1,2,,3,1,0
56,Sandwip,F43A1FR,Culture negative,Culture negative,0,37,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F43A1FR,FR,Right,Front,2,0,0,37,1,0,8,2,Crossbreed,Crossbreed,2,5,2,0Good,2.5,0,6,1,1,3,3,3,2,2,0,0,2,2,0,0,0,0,0,0,43,14,Chattogram,Sandwip,0,"106,000",5.03,Bathan,0,February,0,1,30,9,Both,0,2,1,2,0,1,0,0,3,2,2,1,4,2,0,0
903,Sylhet,F197A1HL,Culture negative,Culture negative,0,501,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F197A1HL,HL,Left,Hind,1,0,0,501,1,1,10,3,Indigenous,Indigenous,1,5,2,0Good,0.5,0,4,1,1,3,3,3,1,3,0,0,4,3,0,1,0,0,0,0,197,160,Moulvibazar,Sylhet,0,"198,000",5.3,Semi-intensive,3,January,0,1,8,2,River type,1,1,1,2,0,0,1,1,3,2,2,1,2,2,0,0
904,Sylhet,F197A1HR,Culture negative,Culture negative,0,501,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F197A1HR,HR,Right,Hind,1,0,0,501,1,1,10,3,Indigenous,Indigenous,1,5,2,0Good,0.5,0,4,1,1,3,3,3,1,3,0,0,4,3,0,1,0,0,0,0,197,160,Moulvibazar,Sylhet,0,"198,000",5.3,Semi-intensive,3,January,0,1,8,2,River type,1,1,1,2,0,0,1,1,3,2,2,1,2,2,0,0
1308,Noakhali,F268A4*HL,Culture negative,Culture negative,0,727,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F268A4*HL,HL,Left,Hind,1,0,0,727,4,1,10,3,Crossbreed,Crossbreed,2,5,2,0Good,2,0,5,1,1,3,3,3,1,3,0,1,4,2,0,1,0,0,0,0,268,231,Noakhali,Noakhali,1,"240,000",5.38,Semi-Bathan,1,April,1,2,32,14,River type,1,1,1,0,0,0,0,0,3,2,2,1,4,3,1,0
146,Sandwip,F65A1HR,Culture negative,Culture negative,1,87,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F65A1HR,HR,Right,Hind,2,0,0,87,1,1,7,2,Indigenous,Indigenous,1,5,2,0Good,2.5,0,3,0,2,3,3,3,1,3,0,0,2,1,0,1,1,0,0,0,65,34,Chattogram,Sandwip,0,"123,000",5.09,Household,2,February,0,1,7,3,River type,1,2,3,2,0,0,0,0,3,2,2,1,4,,0,0
54,Sandwip,F42A4HR,Culture negative,Culture negative,1,35,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F42A4HR,HR,Right,Hind,2,0,0,35,4,1,8,2,Crossbreed,Crossbreed,2,5,2,0Good,1.5,0,1.5,0,2,3,3,3,1,2,0,0,1,3,0,0,0,0,0,0,42,13,Chattogram,Sandwip,0,"135,000",5.13,Semi-Bathan,1,February,0,1,12,6,River type,1,2,1,2,0,1,0,0,3,2,2,1,2,3,0,0
138,Sandwip,F61A1FL,Culture negative,Culture negative,1,85,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F61A1FL,FL,Left,Front,1,0,0,85,1,1,9,3,Crossbreed,Crossbreed,2,5,2,0Good,5,1,0.5,0,2,3,3,3,2,2,0,0,3,2,0,1,0,0,0,0,61,30,Chattogram,Sandwip,1,"394,000",5.6,Household,2,February,0,1,2,2,River type,1,2,3,2,0,0,0,0,3,2,2,1,4,2,0,0
786,Sylhet,F169A1FR,Micrococcus lylae Actinomyces timonensis,Actinomyces,0,424,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,1,Double,F169A1FR,FR,Right,Front,1,0,0,424,1,0,10,3,Crossbreed,Crossbreed,2,5,2,0Good,2,0,3,0,2,3,3,3,1,3,0,0,1,3,0,1,0,0,0,0,169,133,Moulvibazar,Sylhet,0,"118,000",5.07,Semi-Bathan,1,January,0,0,12,2,Swamp type,2,1,1,2,0,0,0,0,3,2,2,1,4,3,1,0
1309,Noakhali,F268A4FL,Not-identified ,Not-identified ,1,727,,,Not-identified ,6,1,0,0,0,0,0,0,1,0,,2,,F268A4FL,FL,Left,Front,1,0,0,727,4,1,10,3,Crossbreed,Crossbreed,2,5,2,0Good,2,0,5,1,1,3,3,3,1,3,0,1,4,2,0,1,0,0,0,0,268,231,Noakhali,Noakhali,1,"240,000",5.38,Semi-Bathan,1,April,1,2,32,14,River type,1,1,1,0,0,0,0,0,3,2,2,1,4,3,1,0
13,Sandwip,F33A2FR,Culture negative,Culture negative,0,9,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F33A2FR,FR,Right,Front,2,0,0,9,2,0,8,2,Crossbreed,Crossbreed,2,5,2,0Good,1.5,0,2,0,2,3,3,3,1,3,0,0,2,1,0,1,0,0,0,0,33,4,Chattogram,Sandwip,0,"86,000",4.93,Bathan,0,February,0,1,33,11,River type,1,2,3,2,0,1,0,0,3,3,3,1,4,2,0,0
26,Sandwip,F34A4HL,Culture negative,Culture negative,0,16,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F34A4HL,HL,Left,Hind,1,0,0,16,4,0,7,2,Crossbreed,Crossbreed,2,5,2,0Good,1.5,0,3,0,2,3,3,3,1,3,0,0,1,3,0,1,0,0,0,0,34,5,Chattogram,Sandwip,0,"117,000",5.07,Bathan,0,February,0,1,24,6,River type,1,1,1,2,0,0,0,0,3,3,3,1,4,2,0,0
162,Bhola,F70A2FL,Culture negative,Culture negative,0,95,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F70A2FL,FL,Left,Front,2,0,0,95,2,0,9,3,Indigenous,Indigenous,1,5,2,0Good,3,1,4,1,2,3,3,3,1,3,0,0,1,1,0,0,0,0,0,0,70,39,Bhola,Bhola,1,"279,000",5.45,Bathan,0,March,1,0,21,3,,,1,1,2,0,1,0,0,3,4,1,1,4,3,0,1
1335,Noakhali,F272A2FL,Culture negative,Culture negative,0,740,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F272A2FL,FL,Left,Front,1,0,0,740,2,0,7,2,Crossbreed,Crossbreed,2,5,2,0Good,2,0,3,0,2,3,3,3,2,3,0,0,1,1,0,0,0,0,0,0,272,235,Noakhali,Noakhali,1,"316,000",5.5,Semi-Bathan,1,April,1,2,65,12,River type,1,1,1,0,0,1,0,0,3,4,1,1,4,3,1,0
805,Sylhet,F175A1FR,Culture negative,Culture negative,1,437,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,4,Culture negative,F175A1FR,FR,Right,Front,1,0,0,437,1,1,9,3,Indigenous,Indigenous,1,5,2,0Good,2,0,4,1,1,3,3,3,1,3,0,0,1,3,0,0,0,0,0,0,175,138,Moulvibazar,Sylhet,0,"142,000",5.15,Semi-Bathan,1,January,0,0,49,17,River type,1,1,2,0,0,0,0,0,3,4,1,1,4,3,1,0
1336,Noakhali,F272A2FR,Staphylococcus aureus ,Staphylococcus aureus,0,740,S. aureus,S. aureus,Staphylococcus aureus,5,1,0,0,0,0,0,1,0,0,2,1,Single,F272A2FR,FR,Right,Front,1,0,0,740,2,0,7,2,Crossbreed,Crossbreed,2,5,2,0Good,2,0,3,0,2,3,3,3,2,3,0,0,1,1,0,0,0,0,0,0,272,235,Noakhali,Noakhali,1,"316,000",5.5,Semi-Bathan,1,April,1,2,65,12,River type,1,1,1,0,0,1,0,0,3,4,1,1,4,3,1,0
1340,Noakhali,F272A4FR,Staphylococcus aureus ,Staphylococcus aureus,0,742,S. aureus,S. aureus,Staphylococcus aureus,5,1,0,0,0,0,0,1,0,0,2,1,Single,F272A4FR,FR,Right,Front,1,0,0,742,4,0,7,2,Indigenous,Indigenous,1,5,2,0Good,2,0,4,1,2,3,3,3,1,3,0,0,1,1,0,1,1,0,0,0,272,235,Noakhali,Noakhali,1,"316,000",5.5,Semi-Bathan,1,April,1,2,65,12,River type,1,1,1,0,0,1,0,0,3,4,1,1,4,3,1,0
179,Bhola,F75A1FL,Culture negative,Culture negative,0,107,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F75A1FL,FL,Left,Front,1,0,0,107,1,0,8,2,Crossbreed,Crossbreed,2,5,2,0Good,1,0,4,1,2,3,3,3,1,2,0,0,1,1,1,1,1,0,0,0,75,44,Bhola,Bhola,1,"480,000",5.68,Bathan,0,March,1,2,55,13,Both,0,1,1,0,0,1,0,0,3,5,1,1,4,2,1,0
425,IV-A,F110A25FL,Culture negative,Culture negative,0,219,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F110A25FL,FL,Left,Front,1,0,0,219,25,1,7,2,Crossbreed,Crossbreed,2,5,2,0Good,5,1,2,0,2,3,3,3,1,3,0,0,,1,0,1,0,0,0,0,110,77,Laxmipur,IV-A,1,"335,000",5.53,Intensive,4,October,2,1,57,13,River type,1,0,3,1,1,0,1,0,3,7,1,1,3,2,1,1
171,Bhola,F73A1HL,Culture negative,Culture negative,0,103,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F73A1HL,HL,Left,Hind,1,1,0,103,1,0,8,2,Indigenous,Indigenous,1,5,2,0Good,1.5,0,4,1,1,3,3,3,1,3,0,0,1,3,0,0,0,0,0,0,73,42,Bhola,Bhola,1,"431,000",5.63,Bathan,0,March,1,0,12,4,River type,1,1,1,2,0,1,0,0,3,7,1,1,4,2,0,
135,Sandwip,F60A5FR,Culture negative,Culture negative,1,84,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,5,Culture negative,F60A5FR,FR,Right,Front,3,0,0,84,5,1,9,3,Indigenous,Indigenous,1,5,2,0Good,2,0,6,1,2,3,3,3,2,2,0,0,2,2,0,0,0,0,1,1,60,29,Chattogram,Sandwip,0,"76,000",4.88,Bathan,0,February,0,1,27,5,River type,1,2,1,2,1,0,0,0,3,7,1,1,3,2,0,0
